login_hour,device_shared,amount_norm,approval_delay,pair_frequency,beneficiary_new,is_fraud
-0.9700235112871989,0.33029086313314077,-2.488562261791484,-2.239634175575569,-4.7004243319182315,-1.137740233585158,0
-0.3658466692989386,-1.8055572614170154,1.3738078274271044,1.2737927535732165,-2.4966253255224458,-1.979556268475139,0
1.3169860400924427,2.4793894187099115,2.2671801950982227,-0.018221366146488505,-2.9369501776776046,0.2137179562618161,0
0.8747488897756657,-1.2567613448956396,0.5854907437496162,0.9305546988447732,-0.4289065275724978,-1.3544500335573249,0
1.7813665704611819,1.5168128671298737,0.3578383486710236,0.4402495558370101,-0.4664573617510789,-0.7491718979379702,0
-2.533758459124325,-0.5589947278819981,0.3400593668608015,-1.737769382849371,-0.6586574029460296,3.095724792164444,0
-0.35133402621646637,-1.6229275808300976,0.35343086648641237,-1.0031648741576706,-1.901127850305068,-2.5757297792924394,0
1.123515451571222,0.029965440097251415,0.1970268328773009,0.7114844762712597,-1.5745142593257206,-0.7267826976804941,0
0.8748537253058208,0.7941400600761793,-0.2202546014960882,-0.929008315797726,-0.37836461850543435,-1.3227186399825885,0
-2.3692666871008576,-0.2714814676069348,0.15552242595499616,-0.537536547284425,-1.4439103669492372,-2.7899230157436934,0
-0.7385900363805363,-0.7385354255011861,-1.0920457994509594,-1.1161162285720423,-0.5956868127405304,-0.10610098753430985,0
-1.4949521985309473,-0.4177797974317798,0.9422381514973616,-0.7311992063102718,-1.2647622831312053,-2.1932417337245353,0
-3.4289745921884003,0.6624810601645157,-0.8662269480072499,-0.271615273453246,0.204013876627813,-1.0945734084238528,0
1.375140044408904,0.13315121142428596,0.301420515516767,-0.7667470873717432,-1.4917313927656142,-0.44529219123130237,0
2.1102904612210778,0.22650864967201126,0.2550533488895766,0.42533406578898025,0.49354141640239124,-0.3087499075939314,0
0.594409567930813,-0.5399876357256903,-1.0919754746661545,1.7313958290131173,-2.1799121128423806,-1.2812541199347205,0
-1.7833629265824094,0.042482538923175224,-1.0038910792188394,-2.9083168627330087,-4.432960920881698,2.239259665522514,0
2.8631476094189217,-1.2960236202513922,0.5070812587595488,-2.7143482532116874,-3.4990195535518915,0.5505456470186456,0
-0.3775308165733674,1.497368970934125,-0.5045524370842177,-0.5569183816534173,-0.3430369158995865,-2.1560453022208046,0
0.38674062192115954,0.6392695378569174,-1.466207830896165,2.1303935718662297,-1.5071654350488823,-1.547292129578823,0
